labels,time,video_id
[137L],38,rmrwlbytmXg
[137L],39,rmrwlbytmXg
"[0L, 3L, 137L]",50,rmH1bfyepUg
"[0L, 3L, 137L]",51,rmH1bfyepUg
"[0L, 3L, 137L]",52,rmH1bfyepUg
"[0L, 3L, 137L]",53,rmH1bfyepUg
"[0L, 3L, 137L]",54,rmH1bfyepUg
"[0L, 3L, 137L]",55,rmH1bfyepUg
"[0L, 3L, 137L]",56,rmH1bfyepUg
"[0L, 3L, 137L]",57,rmH1bfyepUg
"[0L, 3L, 137L]",58,rmH1bfyepUg
"[0L, 3L, 137L]",59,rmH1bfyepUg
"[0L, 18L]",22,rmQgkWmFZBY
"[0L, 18L]",23,rmQgkWmFZBY
"[0L, 18L]",24,rmQgkWmFZBY
"[0L, 18L]",25,rmQgkWmFZBY
"[0L, 18L]",26,rmQgkWmFZBY
"[0L, 18L]",27,rmQgkWmFZBY
"[0L, 18L]",28,rmQgkWmFZBY
"[0L, 18L]",29,rmQgkWmFZBY
"[0L, 18L]",30,rmQgkWmFZBY
"[0L, 18L]",31,rmQgkWmFZBY
[0L],30,rmtgdIAZA9I
[0L],31,rmtgdIAZA9I
[0L],32,rmtgdIAZA9I
[0L],33,rmtgdIAZA9I
[0L],34,rmtgdIAZA9I
[0L],35,rmtgdIAZA9I
[0L],36,rmtgdIAZA9I
[0L],37,rmtgdIAZA9I
[0L],38,rmtgdIAZA9I
[0L],39,rmtgdIAZA9I
"[0L, 509L]",250,rm5kh_x-Xes
"[0L, 509L]",251,rm5kh_x-Xes
"[0L, 509L]",252,rm5kh_x-Xes
"[0L, 509L]",253,rm5kh_x-Xes
"[0L, 509L]",254,rm5kh_x-Xes
"[0L, 509L]",255,rm5kh_x-Xes
"[0L, 509L]",256,rm5kh_x-Xes
"[0L, 509L]",257,rm5kh_x-Xes
"[0L, 509L]",258,rm5kh_x-Xes
"[0L, 509L]",259,rm5kh_x-Xes
"[0L, 374L]",290,rmDGCCpPlJg
"[0L, 374L]",291,rmDGCCpPlJg
"[0L, 374L]",292,rmDGCCpPlJg
"[0L, 374L]",293,rmDGCCpPlJg
"[0L, 374L]",294,rmDGCCpPlJg
"[0L, 374L]",295,rmDGCCpPlJg
"[0L, 374L]",296,rmDGCCpPlJg
"[0L, 374L]",297,rmDGCCpPlJg
"[0L, 374L]",298,rmDGCCpPlJg
"[0L, 374L]",299,rmDGCCpPlJg
"[0L, 2L]",310,rmZZnQLkJnY
"[0L, 2L]",311,rmZZnQLkJnY
"[0L, 2L]",312,rmZZnQLkJnY
"[0L, 2L]",313,rmZZnQLkJnY
"[0L, 2L]",314,rmZZnQLkJnY
"[0L, 2L]",315,rmZZnQLkJnY
"[0L, 2L]",316,rmZZnQLkJnY
"[0L, 2L]",317,rmZZnQLkJnY
"[0L, 2L]",318,rmZZnQLkJnY
"[0L, 2L]",319,rmZZnQLkJnY
[339L],30,rm-wKvVRceE
[339L],31,rm-wKvVRceE
[339L],32,rm-wKvVRceE
[339L],33,rm-wKvVRceE
[339L],34,rm-wKvVRceE
[339L],35,rm-wKvVRceE
[339L],36,rm-wKvVRceE
[339L],37,rm-wKvVRceE
[339L],38,rm-wKvVRceE
[339L],39,rm-wKvVRceE
[0L],29,rmdOxIfqYIU
[0L],30,rmdOxIfqYIU
[0L],31,rmdOxIfqYIU
[0L],32,rmdOxIfqYIU
[0L],33,rmdOxIfqYIU
[0L],34,rmdOxIfqYIU
[0L],35,rmdOxIfqYIU
[0L],36,rmdOxIfqYIU
[0L],37,rmdOxIfqYIU
[0L],38,rmdOxIfqYIU
"[0L, 137L]",30,rmk0tdS3TY4
"[0L, 137L]",31,rmk0tdS3TY4
"[0L, 137L]",32,rmk0tdS3TY4
"[0L, 137L]",33,rmk0tdS3TY4
"[0L, 137L]",34,rmk0tdS3TY4
"[0L, 137L]",35,rmk0tdS3TY4
"[0L, 137L]",36,rmk0tdS3TY4
"[0L, 137L]",37,rmk0tdS3TY4
"[0L, 137L]",38,rmk0tdS3TY4
"[0L, 137L]",39,rmk0tdS3TY4
"[137L, 236L]",30,rmICWo0H5yE
"[137L, 236L]",31,rmICWo0H5yE
"[137L, 236L]",32,rmICWo0H5yE
"[137L, 236L]",33,rmICWo0H5yE
"[137L, 236L]",34,rmICWo0H5yE
"[137L, 236L]",35,rmICWo0H5yE
"[137L, 236L]",36,rmICWo0H5yE
"[137L, 236L]",37,rmICWo0H5yE
"[137L, 236L]",38,rmICWo0H5yE
"[137L, 236L]",39,rmICWo0H5yE
"[137L, 138L, 139L, 140L, 146L]",0,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",1,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",2,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",3,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",4,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",5,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",6,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",7,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",8,rmGQxzfMXnQ
"[137L, 138L, 139L, 140L, 146L]",9,rmGQxzfMXnQ
"[0L, 298L, 509L]",10,rmdJy2nrybk
"[0L, 298L, 509L]",11,rmdJy2nrybk
"[0L, 298L, 509L]",12,rmdJy2nrybk
"[0L, 298L, 509L]",13,rmdJy2nrybk
"[0L, 298L, 509L]",14,rmdJy2nrybk
"[0L, 298L, 509L]",15,rmdJy2nrybk
"[0L, 298L, 509L]",16,rmdJy2nrybk
"[0L, 298L, 509L]",17,rmdJy2nrybk
"[0L, 298L, 509L]",18,rmdJy2nrybk
"[0L, 298L, 509L]",19,rmdJy2nrybk
"[137L, 138L, 184L, 185L, 188L, 237L]",240,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",241,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",242,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",243,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",244,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",245,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",246,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",247,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",248,rm5jhCIEI34
"[137L, 138L, 184L, 185L, 188L, 237L]",249,rm5jhCIEI34
[137L],30,rmsmx1CHOT4
[137L],31,rmsmx1CHOT4
[137L],32,rmsmx1CHOT4
[137L],33,rmsmx1CHOT4
[137L],34,rmsmx1CHOT4
[137L],35,rmsmx1CHOT4
[137L],36,rmsmx1CHOT4
[137L],37,rmsmx1CHOT4
[137L],38,rmsmx1CHOT4
[137L],39,rmsmx1CHOT4
[137L],30,rmfPCaL-fAc
[137L],31,rmfPCaL-fAc
[137L],32,rmfPCaL-fAc
[137L],33,rmfPCaL-fAc
[137L],34,rmfPCaL-fAc
[137L],35,rmfPCaL-fAc
[137L],36,rmfPCaL-fAc
[137L],37,rmfPCaL-fAc
[137L],38,rmfPCaL-fAc
[137L],39,rmfPCaL-fAc
"[0L, 3L, 137L, 506L]",10,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",11,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",12,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",13,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",14,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",15,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",16,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",17,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",18,rmq85MrO4-0
"[0L, 3L, 137L, 506L]",19,rmq85MrO4-0
"[0L, 23L]",30,rmUiuNs5zXo
"[0L, 23L]",31,rmUiuNs5zXo
"[0L, 23L]",32,rmUiuNs5zXo
"[0L, 23L]",33,rmUiuNs5zXo
"[0L, 23L]",34,rmUiuNs5zXo
"[0L, 23L]",35,rmUiuNs5zXo
"[0L, 23L]",36,rmUiuNs5zXo
"[0L, 23L]",37,rmUiuNs5zXo
"[0L, 23L]",38,rmUiuNs5zXo
"[0L, 23L]",39,rmUiuNs5zXo
[0L],290,rm2jAABBQLU
[0L],291,rm2jAABBQLU
[0L],292,rm2jAABBQLU
[0L],293,rm2jAABBQLU
[0L],294,rm2jAABBQLU
[0L],295,rm2jAABBQLU
[0L],296,rm2jAABBQLU
[0L],297,rm2jAABBQLU
[0L],298,rm2jAABBQLU
[0L],299,rm2jAABBQLU
[137L],30,rmetvvkKf6s
[137L],31,rmetvvkKf6s
[137L],32,rmetvvkKf6s
[137L],33,rmetvvkKf6s
[137L],34,rmetvvkKf6s
[137L],35,rmetvvkKf6s
[137L],36,rmetvvkKf6s
[137L],37,rmetvvkKf6s
[137L],38,rmetvvkKf6s
[137L],39,rmetvvkKf6s
[0L],90,rmUTTPkSthg
[0L],91,rmUTTPkSthg
[0L],92,rmUTTPkSthg
[0L],93,rmUTTPkSthg
[0L],94,rmUTTPkSthg
[0L],95,rmUTTPkSthg
[0L],96,rmUTTPkSthg
[0L],97,rmUTTPkSthg
[0L],98,rmUTTPkSthg
[0L],99,rmUTTPkSthg
[137L],40,rmP5XaNYlkI
[137L],41,rmP5XaNYlkI
[137L],42,rmP5XaNYlkI
[137L],43,rmP5XaNYlkI
[137L],44,rmP5XaNYlkI
[137L],45,rmP5XaNYlkI
[137L],46,rmP5XaNYlkI
[137L],47,rmP5XaNYlkI
[137L],48,rmP5XaNYlkI
[137L],49,rmP5XaNYlkI
"[66L, 69L]",0,rmOlIMatOtg
"[66L, 69L]",1,rmOlIMatOtg
"[66L, 69L]",2,rmOlIMatOtg
"[66L, 69L]",3,rmOlIMatOtg
"[66L, 69L]",4,rmOlIMatOtg
"[66L, 69L]",5,rmOlIMatOtg
"[66L, 69L]",6,rmOlIMatOtg
"[66L, 69L]",7,rmOlIMatOtg
"[66L, 69L]",8,rmOlIMatOtg
"[66L, 69L]",9,rmOlIMatOtg
"[0L, 16L]",350,rmoKJL5lloM
"[0L, 16L]",351,rmoKJL5lloM
"[0L, 16L]",352,rmoKJL5lloM
"[0L, 16L]",353,rmoKJL5lloM
"[0L, 16L]",354,rmoKJL5lloM
"[0L, 16L]",355,rmoKJL5lloM
"[0L, 16L]",356,rmoKJL5lloM
"[0L, 16L]",357,rmoKJL5lloM
"[0L, 16L]",358,rmoKJL5lloM
"[0L, 16L]",359,rmoKJL5lloM
"[137L, 227L]",140,rmDNB6-XNUU
"[137L, 227L]",141,rmDNB6-XNUU
"[137L, 227L]",142,rmDNB6-XNUU
"[137L, 227L]",143,rmDNB6-XNUU
"[137L, 227L]",144,rmDNB6-XNUU
"[137L, 227L]",145,rmDNB6-XNUU
"[137L, 227L]",146,rmDNB6-XNUU
"[137L, 227L]",147,rmDNB6-XNUU
"[137L, 227L]",148,rmDNB6-XNUU
"[137L, 227L]",149,rmDNB6-XNUU
[137L],30,rm3mKfu6BaM
[137L],31,rm3mKfu6BaM
[137L],32,rm3mKfu6BaM
[137L],33,rm3mKfu6BaM
[137L],34,rm3mKfu6BaM
[137L],35,rm3mKfu6BaM
[137L],36,rm3mKfu6BaM
[137L],37,rm3mKfu6BaM
[137L],38,rm3mKfu6BaM
[137L],39,rm3mKfu6BaM
[0L],30,rmaRo36H07o
[0L],31,rmaRo36H07o
[0L],32,rmaRo36H07o
[0L],33,rmaRo36H07o
[0L],34,rmaRo36H07o
[0L],35,rmaRo36H07o
[0L],36,rmaRo36H07o
[0L],37,rmaRo36H07o
[0L],38,rmaRo36H07o
[0L],39,rmaRo36H07o
"[0L, 500L, 510L]",180,rmrQUIovSHI
"[0L, 500L, 510L]",181,rmrQUIovSHI
"[0L, 500L, 510L]",182,rmrQUIovSHI
"[0L, 500L, 510L]",183,rmrQUIovSHI
"[0L, 500L, 510L]",184,rmrQUIovSHI
"[0L, 500L, 510L]",185,rmrQUIovSHI
"[0L, 500L, 510L]",186,rmrQUIovSHI
"[0L, 500L, 510L]",187,rmrQUIovSHI
"[0L, 500L, 510L]",188,rmrQUIovSHI
"[0L, 500L, 510L]",189,rmrQUIovSHI
[137L],5,rmMEO62MVA0
[137L],6,rmMEO62MVA0
[137L],7,rmMEO62MVA0
[137L],8,rmMEO62MVA0
[137L],9,rmMEO62MVA0
[137L],10,rmMEO62MVA0
[137L],11,rmMEO62MVA0
[137L],12,rmMEO62MVA0
[137L],13,rmMEO62MVA0
[137L],14,rmMEO62MVA0
[137L],30,rmLmK7x2EqU
[137L],31,rmLmK7x2EqU
[137L],32,rmLmK7x2EqU
[137L],33,rmLmK7x2EqU
[137L],34,rmLmK7x2EqU
[137L],35,rmLmK7x2EqU
[137L],36,rmLmK7x2EqU
[137L],37,rmLmK7x2EqU
[137L],38,rmLmK7x2EqU
[137L],39,rmLmK7x2EqU
[506L],280,rmpr_93SXnA
[506L],281,rmpr_93SXnA
[506L],282,rmpr_93SXnA
[506L],283,rmpr_93SXnA
[506L],284,rmpr_93SXnA
[506L],285,rmpr_93SXnA
[506L],286,rmpr_93SXnA
[506L],287,rmpr_93SXnA
[506L],288,rmpr_93SXnA
[506L],289,rmpr_93SXnA
[504L],30,rmy5PgMOWFg
[504L],31,rmy5PgMOWFg
[504L],32,rmy5PgMOWFg
[504L],33,rmy5PgMOWFg
[504L],34,rmy5PgMOWFg
[504L],35,rmy5PgMOWFg
[504L],36,rmy5PgMOWFg
[504L],37,rmy5PgMOWFg
[504L],38,rmy5PgMOWFg
[504L],39,rmy5PgMOWFg
"[0L, 137L]",30,rm97HGKZM0E
"[0L, 137L]",31,rm97HGKZM0E
"[0L, 137L]",32,rm97HGKZM0E
"[0L, 137L]",33,rm97HGKZM0E
"[0L, 137L]",34,rm97HGKZM0E
"[0L, 137L]",35,rm97HGKZM0E
"[0L, 137L]",36,rm97HGKZM0E
"[0L, 137L]",37,rm97HGKZM0E
"[0L, 137L]",38,rm97HGKZM0E
"[0L, 137L]",39,rm97HGKZM0E
"[98L, 99L, 100L, 101L]",30,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",31,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",32,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",33,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",34,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",35,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",36,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",37,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",38,rm9Bwksyl_A
"[98L, 99L, 100L, 101L]",39,rm9Bwksyl_A
"[0L, 137L]",30,rmi2xF_grSo
"[0L, 137L]",31,rmi2xF_grSo
"[0L, 137L]",32,rmi2xF_grSo
"[0L, 137L]",33,rmi2xF_grSo
"[0L, 137L]",34,rmi2xF_grSo
"[0L, 137L]",35,rmi2xF_grSo
"[0L, 137L]",36,rmi2xF_grSo
"[0L, 137L]",37,rmi2xF_grSo
"[0L, 137L]",38,rmi2xF_grSo
"[0L, 137L]",39,rmi2xF_grSo
[137L],50,rmSPop7dlkI
[137L],51,rmSPop7dlkI
[137L],52,rmSPop7dlkI
[137L],53,rmSPop7dlkI
[137L],54,rmSPop7dlkI
[137L],55,rmSPop7dlkI
[137L],56,rmSPop7dlkI
[137L],57,rmSPop7dlkI
[137L],58,rmSPop7dlkI
[137L],59,rmSPop7dlkI
"[137L, 138L, 139L, 151L, 506L]",190,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",191,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",192,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",193,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",194,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",195,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",196,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",197,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",198,rmnYdXQTv9o
"[137L, 138L, 139L, 151L, 506L]",199,rmnYdXQTv9o
"[137L, 138L, 191L]",30,rmLMudlVYqg
"[137L, 138L, 191L]",31,rmLMudlVYqg
"[137L, 138L, 191L]",32,rmLMudlVYqg
"[137L, 138L, 191L]",33,rmLMudlVYqg
"[137L, 138L, 191L]",34,rmLMudlVYqg
"[137L, 138L, 191L]",35,rmLMudlVYqg
"[137L, 138L, 191L]",36,rmLMudlVYqg
"[137L, 138L, 191L]",37,rmLMudlVYqg
"[137L, 138L, 191L]",38,rmLMudlVYqg
"[137L, 138L, 191L]",39,rmLMudlVYqg
[0L],110,rmWUZhetL5M
[0L],111,rmWUZhetL5M
[0L],112,rmWUZhetL5M
[0L],113,rmWUZhetL5M
[0L],114,rmWUZhetL5M
[0L],115,rmWUZhetL5M
[0L],116,rmWUZhetL5M
[0L],117,rmWUZhetL5M
[0L],118,rmWUZhetL5M
[0L],119,rmWUZhetL5M
"[0L, 506L]",20,rmxLl4hIF2I
"[0L, 506L]",21,rmxLl4hIF2I
"[0L, 506L]",22,rmxLl4hIF2I
"[0L, 506L]",23,rmxLl4hIF2I
"[0L, 506L]",24,rmxLl4hIF2I
"[0L, 506L]",25,rmxLl4hIF2I
"[0L, 506L]",26,rmxLl4hIF2I
"[0L, 506L]",27,rmxLl4hIF2I
"[0L, 506L]",28,rmxLl4hIF2I
"[0L, 506L]",29,rmxLl4hIF2I
"[0L, 137L]",30,rmHXKiZCVvI
"[0L, 137L]",31,rmHXKiZCVvI
"[0L, 137L]",32,rmHXKiZCVvI
"[0L, 137L]",33,rmHXKiZCVvI
"[0L, 137L]",34,rmHXKiZCVvI
"[0L, 137L]",35,rmHXKiZCVvI
"[0L, 137L]",36,rmHXKiZCVvI
"[0L, 137L]",37,rmHXKiZCVvI
"[0L, 137L]",38,rmHXKiZCVvI
"[0L, 137L]",39,rmHXKiZCVvI
[0L],30,rmCaEm2Ml7k
[0L],31,rmCaEm2Ml7k
[0L],32,rmCaEm2Ml7k
[0L],33,rmCaEm2Ml7k
[0L],34,rmCaEm2Ml7k
[0L],35,rmCaEm2Ml7k
[0L],36,rmCaEm2Ml7k
